id,prediction
1068,0.002268083
1069,0.000812311
1070,0.000799003
1071,0.003016164
1072,0.00561269
1073,0.009935763
1074,0.013834942
1075,0.00101427
1076,0.007616151
1077,0.00264628
1078,0.000909922
1079,0.001251713
1080,0.003114102
1081,0.001769125
1082,0.003970426
1083,0.012311877
1084,0.000968782
1085,0.000815579
1086,0.001861997
1087,0.000910414
1088,0.00318647
1089,0.006735414
1090,0.002596566
1091,0.002249583
1092,0.000671475
1093,0.000841786
1094,0.00239271
1095,0.000830736
1096,0.000784416
1097,0.013037953
1098,0.000838088
1099,0.003679581
1100,0.007748846
1101,0.003289016
1102,0.002476635
1103,0.00095915
1104,0.000838316
1105,0.008771035
1106,0.000763136
1107,0.02150361
1108,0.010313123
1109,0.021259123
1110,0.023480901
1111,0.000882742
1112,0.000681193
1113,0.002546649
1114,0.001152603
1115,0.000786628
1116,0.003266402
1117,0.00086347
1118,0.009631432
1119,0.000990849
1120,0.003212814
1121,0.000896055
1122,0.007565824
1123,0.000858746
1124,0.003091286
1125,0.00281393
1126,0.002586477
1127,0.000871492
1128,0.008787442
1129,0.001512486
1130,0.000836738
1131,0.001802414
1132,0.003636925
1133,0.002529024
1134,0.00150602
1135,0.003014337
1136,0.001413028
1137,0.000781166
1138,0.00644787
1139,0.000807333
1140,0.000936328
1141,0.011884511
1142,0.003238498
1143,0.002728182
1144,0.022889966
1145,0.004273403
1146,0.000932436
1147,0.001064658
1148,0.000654733
1149,0.010560472
1150,0.00356637
1151,0.003230833
1152,0.001314116
1153,0.008566053
1154,0.001405203
1155,0.000917362
1156,0.007646224
1157,0.000880974
1158,0.019846184
1159,0.022310836
1160,0.003244786
1161,0.010203823
1162,0.001015557
1163,0.002754006
1164,0.000773254
1165,0.010801773
1166,0.003479227
1167,0.000930101
1168,0.001001075
1169,0.002150435
1170,0.01053077
1171,0.002823173
1172,0.00220392
1173,0.002541174
1174,0.001640488
1175,0.00943689
1176,0.000972264
1177,0.001305636
1178,0.001778652
1179,0.003306351
1180,0.011511825
1181,0.011382612
1182,0.001184721
1183,0.010929097
1184,0.008173279
1185,0.000973087
1186,0.000714149
1187,0.003211653
1188,0.005646439
1189,0.007850885
1190,0.009056411
1191,0.008244777
1192,0.002374703
1193,0.004016453
1194,0.003412574
1195,0.001004321
1196,0.00090877
1197,0.003173673
1198,0.001295369
1199,0.001198824
1200,0.009254022
1201,0.022236867
1202,0.00668374
1203,0.000725517
1204,0.00308602
1205,0.000859435
1206,0.000986675
1207,0.002263275
1208,0.000799478
1209,0.002979927
1210,0.000865636
1211,0.000979592
1212,0.013534635
1213,0.002724891
1214,0.007714273
1215,0.002310717
1216,0.00541042
1217,0.011402864
1218,0.0025804
1219,0.002390163
1220,0.002880625
1221,0.000945218
1222,0.021510737
1223,0.00149623
1224,0.020211987
1225,0.002549055
1226,0.001323604
1227,0.000773304
1228,0.010864067
1229,0.004278933
1230,0.009663423
1231,0.009351562
1232,0.002830002
1233,0.000889711
1234,0.010006637
1235,0.006710304
1236,0.010094184
1237,0.006547246
1238,0.000997207
1239,0.000628737
1240,0.006997979
1241,0.001879535
1242,0.002520975
1243,0.022671714
1244,0.003324321
1245,0.000838036
1246,0.010452068
1247,0.009839953
1248,0.019892931
1249,0.022330262
1250,0.000648236
1251,0.000823902
1252,0.00154509
1253,0.002341964
1254,0.002510377
1255,0.010301295
1256,0.000909263
1257,0.002888817
1258,0.002916821
1259,0.002972791
1260,0.003474006
1261,0.002258604
1262,0.00080933
1263,0.000728877
1264,0.000654508
1265,0.01206744
1266,0.000808307
1267,0.003118464
1268,0.003251905
1269,0.003525834
1270,0.011287451
1271,0.003162663
1272,0.000684702
1273,0.012031072
1274,0.012813433
1275,0.001184761
1276,0.010686215
1277,0.001096015
1278,0.003746823
1279,0.001679665
1280,0.009213069
1281,0.000858186
1282,0.005934051
1283,0.000687467
1284,0.000805271
1285,0.000728166
1286,0.002396697
1287,0.004128187
1288,0.013106152
1289,0.002533822
1290,0.001705384
1291,0.000818713
1292,0.00097007
1293,0.007064061
1294,0.018482141
1295,0.006860543
1296,0.003177452
1297,0.002407358
1298,0.002970572
1299,0.002725907
1300,0.000702627
1301,0.000765104
1302,0.003237692
1303,0.022467503
1304,0.001625556
1305,0.00080148
1306,0.001212916
1307,0.00216799
1308,0.000919681
1309,0.010336339
1310,0.000701288
1311,0.00903812
1312,0.002958716
1313,0.002335134
1314,0.000712404
1315,0.012097946
1316,0.00082513
1317,0.001597355
1318,0.009310572
1319,0.002401516
1320,0.002918869
1321,0.003064997
1322,0.001370822
1323,0.002507569
1324,0.002919184
1325,0.002348881
1326,0.00100332
1327,0.008074653
1328,0.000696394
1329,0.000767978
1330,0.000617841
1331,0.000901195
1332,0.000915688
1333,0.003076213
1334,0.000898175
1335,0.00069009
1336,0.009264033
1337,0.002500852
1338,0.004942786
1339,0.000932501
1340,0.009371615
1341,0.005054838
1342,0.001540776
1343,0.003398052
1344,0.001209123
1345,0.00798016
1346,0.000839655
1347,0.000739293
1348,0.007772224
1349,0.003699885
1350,0.001027149
1351,0.00084252
1352,0.002090594
1353,0.003883835
1354,0.002349182
1355,0.021910066
1356,0.001442646
1357,0.003038869
1358,0.00101036
1359,0.007431431
1360,0.002420183
1361,0.010602176
1362,0.009683098
1363,0.001659115
1364,0.000870786
1365,0.00328121
1366,0.000855181
1367,0.000951299
1368,0.000713233
1369,0.008299249
1370,0.005970384
1371,0.000929616
1372,0.009708541
1373,0.001578548
1374,0.003665752
1375,0.003357697
1376,0.008875792
1377,0.002332687
1378,0.00135877
1379,0.007458843
1380,0.005168351
1381,0.002998178
1382,0.000883083
1383,0.002376421
1384,0.00085546
1385,0.000755345
1386,0.000741562
1387,0.00087384
1388,0.019273313
1389,0.000808182
1390,0.002067916
1391,0.002415012
1392,0.00669281
1393,0.003446355
1394,0.003716723
1395,0.004068015
1396,0.002962189
1397,0.02110658
1398,0.02164381
1399,0.002484932
1400,0.006196404
1401,0.008819123
1402,0.00083942
1403,0.000832664
1404,0.008597034
1405,0.009549294
1406,0.002032971
1407,0.013021463
1408,0.007752558
1409,0.004244047
1410,0.012771748
1411,0.002496208
1412,0.001220073
1413,0.002041346
1414,0.001137397
1415,0.003227078
1416,0.012036513
1417,0.001775503
1418,0.007477196
1419,0.000894181
1420,0.001604383
1421,0.003852363
1422,0.0059139
1423,0.000815765
1424,0.011033866
1425,0.002604788
1426,0.002352424
1427,0.000810871
1428,0.002474799
1429,0.002670689
1430,0.000782678
1431,0.0008974
1432,0.002557042
1433,0.001136468
1434,0.001307385
1435,0.009165747
1436,0.010216397
1437,0.000641724
1438,0.000922798
1439,0.003342467
1440,0.000830052
1441,0.003110043
1442,0.003488449
1443,0.000915444
1444,0.003085042
1445,0.003072703
1446,0.008540922
1447,0.024163214
1448,0.000926584
1449,0.022004703
1450,0.003389783
1451,0.000988265
1452,0.004132688
1453,0.000854497
1454,0.001670033
1455,0.004454968
1456,0.003366434
1457,0.00679948
1458,0.0010648
1459,0.000766616
1460,0.001030407
1461,0.001158197
1462,0.003241207
1463,0.003280802
1464,0.002186918
1465,0.000793229
1466,0.009588216
1467,0.004473771
1468,0.008495437
1469,0.00093264
1470,0.000693451
1471,0.000876529
1472,0.002977388
1473,0.02162131
1474,0.003097003
1475,0.001687396
1476,0.000993127
1477,0.001048817
1478,0.003899001
1479,0.012175821
1480,0.00328282
1481,0.009467025
1482,0.000821183
1483,0.002530835
1484,0.009257034
1485,0.000903896
1486,0.001026137
1487,0.001091324
1488,0.003333009
1489,0.003017782
1490,0.021301365
1491,0.002742235
1492,0.002447098
1493,0.011928429
1494,0.000698053
1495,0.007562149
1496,0.001035816
1497,0.000898018
1498,0.003201048
1499,0.000816076
1500,0.009807457
1501,0.002817198
1502,0.001605011
1503,0.002779433
1504,0.00697959
1505,0.004045378
1506,0.004831021
1507,0.000861635
1508,0.002509059
1509,0.003451141
1510,0.008346849
1511,0.003418358
1512,0.023806207
1513,0.002797867
1514,0.007180715
1515,0.000717808
1516,0.002151767
1517,0.009224274
1518,0.003364628
1519,0.011036591
1520,0.006653301
1521,0.003057464
1522,0.008871051
1523,0.002192447
1524,0.00079002
1525,0.001766518
1526,0.000883666
1527,0.001232005
1528,0.005897425
1529,0.003760323
1530,0.000828721
1531,0.000828747
1532,0.000750642
1533,0.008743472
1534,0.001673063
1535,0.002282877
1536,0.000669017
1537,0.001754583
1538,0.000722496
1539,0.006221106
1540,0.003274968
1541,0.006725004
1542,0.007117791
1543,0.001651016
1544,0.00673734
1545,0.003781387
1546,0.003045745
1547,0.002000637
1548,0.000770031
1549,0.003189761
1550,0.009957147
1551,0.002531119
1552,0.011558916
1553,0.02039441
1554,0.000680446
1555,0.020254612
1556,0.009305174
1557,0.002344823
1558,0.002138761
1559,0.000797739
1560,0.002479188
1561,0.004262211
1562,0.000738683
1563,0.003910529
1564,0.001835649
1565,0.002488267
1566,0.00079716
1567,0.008408788
1568,0.002921284
1569,0.003059239
1570,0.002790227
1571,0.001032131
1572,0.003590072
1573,0.002759961
1574,0.001149459
1575,0.002410885
1576,0.000819045
1577,0.005312144
1578,0.001192757
1579,0.000866638
1580,0.003745661
1581,0.002383997
1582,0.000837941
1583,0.000894669
1584,0.002607908
1585,0.0010291
1586,0.001553575
1587,0.004247727
1588,0.002981793
1589,0.001036832
1590,0.009097575
1591,0.019551143
1592,0.000825137
1593,0.000638943
1594,0.003306809
1595,0.000828851
1596,0.000924856
1597,0.012013669
1598,0.002686086
1599,0.009351279
1600,0.008784811
1601,0.002512051
1602,0.004052433
1603,0.003767366
1604,0.005653514
1605,0.008464064
1606,0.000905211
1607,0.001054032
1608,0.001796494
1609,0.003078403
1610,0.000800975
1611,0.018837826
1612,0.002601545
1613,0.000875641
1614,0.004940996
1615,0.001119223
1616,0.000908973
1617,0.000735091
1618,0.02169095
1619,0.001115769
1620,0.000800363
1621,0.000956873
1622,0.000972287
1623,0.003370546
1624,0.003639701
1625,0.002448132
1626,0.001015967
1627,0.002851529
1628,0.012008357
1629,0.000826813
1630,0.003183785
1631,0.001887714
1632,0.000982515
1633,0.00071763
1634,0.000819805
1635,0.003342882
1636,0.002327314
1637,0.003014637
1638,0.000818931
1639,0.001312009
1640,0.008998331
1641,0.002181916
1642,0.001706005
1643,0.000879736
1644,0.007636414
1645,0.002384567
1646,0.002307537
1647,0.020606278
1648,0.000657356
1649,0.003252196
1650,0.002499885
1651,0.00083949
1652,0.003534559
1653,0.001587479
1654,0.000686566
1655,0.000832505
1656,0.003103842
1657,0.000911424
1658,0.001182397
1659,0.000894553
1660,0.005256747
1661,0.00317286
1662,0.001202722
1663,0.019496387
1664,0.010941476
