id,label
561,transistor/cut_lead
562,hazelnut/good
563,cable/good
564,leather/poke
565,carpet/color
566,capsule/scratch
567,hazelnut/hole
568,cable/poke_insulation
569,cable/bent_wire
570,bottle/good
571,tile/oil
572,hazelnut/cut
573,leather/glue
574,grid/thread
575,wood/scratch
576,screw/scratch_head
577,cable/good
578,metal_nut/scratch
579,carpet/hole
580,zipper/good
581,pill/color
582,grid/bent
583,leather/good
584,bottle/broken_small
585,carpet/metal_contamination
586,cable/missing_wire
587,hazelnut/cut
588,metal_nut/bent
589,bottle/good
590,bottle/contamination
591,screw/thread_top
592,capsule/good
593,screw/good
594,capsule/squeeze
595,cable/good
596,leather/color
597,bottle/good
598,cable/missing_cable
599,screw/good
600,transistor/good
601,zipper/squeezed_teeth
602,hazelnut/good
603,cable/good
604,transistor/damaged_case
605,screw/thread_top
606,pill/pill_type
607,cable/cut_outer_insulation
608,carpet/hole
609,cable/good
610,screw/scratch_head
611,pill/crack
612,screw/thread_side
613,transistor/good
614,carpet/cut
615,zipper/rough
616,leather/cut
617,transistor/misplaced
618,transistor/good
619,screw/scratch_head
620,screw/scratch_neck
621,zipper/split_teeth
622,tile/crack
623,capsule/poke
624,leather/good
625,carpet/metal_contamination
626,capsule/good
627,capsule/squeeze
628,leather/poke
629,leather/poke
630,wood/liquid
631,leather/color
632,toothbrush/good
633,cable/good
634,toothbrush/good
635,pill/combined
636,cable/good
637,pill/faulty_imprint
638,hazelnut/good
639,screw/manipulated_front
640,carpet/color
641,metal_nut/good
642,leather/good
643,pill/crack
644,pill/combined
645,transistor/good
646,metal_nut/color
647,zipper/broken_teeth
648,tile/oil
649,grid/metal_contamination
650,grid/thread
651,screw/thread_side
652,zipper/fabric_border
653,tile/rough
654,pill/scratch
655,hazelnut/good
656,transistor/good
657,carpet/good
658,metal_nut/flip
659,transistor/good
660,pill/crack
661,carpet/color
662,toothbrush/defective
663,leather/glue
664,leather/good
665,carpet/good
666,leather/color
667,grid/metal_contamination
668,carpet/thread
669,cable/bent_wire
670,pill/faulty_imprint
671,screw/thread_top
672,pill/crack
673,bottle/broken_small
674,tile/good
675,screw/thread_top
676,zipper/good
677,cable/cut_inner_insulation
678,transistor/bent_lead
679,leather/color
680,capsule/faulty_imprint
681,carpet/good
682,screw/thread_side
683,cable/missing_cable
684,toothbrush/defective
685,grid/metal_contamination
686,screw/scratch_head
687,screw/manipulated_front
688,leather/color
689,carpet/thread
690,grid/good
691,bottle/broken_large
692,screw/good
693,pill/faulty_imprint
694,wood/scratch
695,cable/good
696,pill/combined
697,metal_nut/bent
698,screw/good
699,transistor/good
700,carpet/hole
701,carpet/color
702,transistor/good
703,carpet/metal_contamination
704,grid/thread
705,tile/glue_strip
706,pill/good
707,carpet/cut
708,zipper/split_teeth
709,hazelnut/crack
710,zipper/good
711,metal_nut/color
712,metal_nut/scratch
713,transistor/good
714,transistor/misplaced
715,pill/crack
716,carpet/color
717,hazelnut/good
718,zipper/split_teeth
719,cable/combined
720,capsule/good
721,capsule/squeeze
722,hazelnut/print
723,metal_nut/bent
724,tile/gray_stroke
725,metal_nut/good
726,cable/good
727,carpet/thread
728,pill/faulty_imprint
729,screw/thread_side
730,cable/good
731,toothbrush/defective
732,metal_nut/scratch
733,tile/glue_strip
734,leather/good
735,cable/cut_inner_insulation
736,leather/cut
737,screw/good
738,cable/good
739,zipper/fabric_border
740,screw/thread_top
741,pill/combined
742,bottle/broken_large
743,metal_nut/scratch
744,carpet/color
745,pill/crack
746,zipper/fabric_border
747,hazelnut/good
748,cable/bent_wire
749,zipper/good
750,transistor/good
751,leather/glue
752,hazelnut/good
753,transistor/misplaced
754,screw/scratch_neck
755,tile/crack
756,zipper/rough
757,hazelnut/good
758,hazelnut/good
759,hazelnut/cut
760,zipper/rough
761,metal_nut/color
762,pill/good
763,metal_nut/bent
764,pill/contamination
765,cable/missing_wire
766,grid/thread
767,zipper/rough
768,capsule/scratch
769,wood/hole
770,cable/combined
771,grid/broken
772,cable/missing_cable
773,grid/glue
774,zipper/broken_teeth
775,hazelnut/good
776,hazelnut/crack
777,zipper/fabric_border
778,screw/thread_top
779,zipper/rough
780,hazelnut/cut
781,tile/good
782,wood/liquid
783,capsule/good
784,leather/good
785,wood/scratch
786,cable/missing_wire
787,tile/rough
788,tile/rough
789,bottle/broken_small
790,tile/crack
791,transistor/good
792,bottle/broken_large
793,zipper/fabric_border
794,capsule/faulty_imprint
795,screw/good
796,toothbrush/defective
797,tile/oil
798,screw/scratch_neck
799,zipper/broken_teeth
800,leather/poke
801,zipper/rough
802,grid/broken
803,zipper/good
804,tile/oil
805,zipper/fabric_border
806,zipper/combined
807,transistor/bent_lead
808,wood/good
809,screw/manipulated_front
810,carpet/hole
811,cable/good
812,tile/gray_stroke
813,wood/hole
814,pill/faulty_imprint
815,zipper/split_teeth
816,hazelnut/crack
817,wood/scratch
818,leather/poke
819,hazelnut/crack
820,metal_nut/flip
821,cable/good
822,grid/broken
823,pill/scratch
824,metal_nut/bent
825,pill/crack
826,grid/bent
827,hazelnut/crack
828,cable/good
829,transistor/damaged_case
830,pill/contamination
831,carpet/hole
832,carpet/good
833,pill/crack
834,transistor/cut_lead
835,screw/good
836,leather/good
837,capsule/good
838,carpet/hole
839,pill/scratch
840,metal_nut/good
841,bottle/contamination
842,capsule/crack
843,screw/good
844,leather/good
845,tile/rough
846,screw/scratch_neck
847,metal_nut/bent
848,metal_nut/scratch
849,tile/glue_strip
850,screw/manipulated_front
851,toothbrush/defective
852,leather/good
853,transistor/good
854,screw/good
855,leather/good
856,screw/scratch_head
857,bottle/good
858,pill/good
859,wood/good
860,zipper/fabric_interior
861,transistor/good
862,tile/oil
863,tile/gray_stroke
864,carpet/cut
865,tile/good
866,pill/contamination
867,metal_nut/scratch
868,screw/manipulated_front
869,leather/color
870,hazelnut/good
871,cable/good
872,cable/bent_wire
873,wood/color
874,capsule/poke
875,leather/good
876,metal_nut/good
877,carpet/cut
878,leather/cut
879,cable/cut_inner_insulation
880,transistor/bent_lead
881,screw/thread_top
882,carpet/cut
883,grid/broken
884,capsule/faulty_imprint
885,leather/glue
886,metal_nut/flip
887,capsule/good
888,hazelnut/good
889,grid/glue
890,wood/good
891,bottle/broken_large
892,metal_nut/bent
893,cable/good
894,pill/scratch
895,screw/good
896,transistor/misplaced
897,zipper/fabric_border
898,hazelnut/good
899,tile/gray_stroke
900,screw/manipulated_front
901,tile/rough
902,grid/bent
903,screw/good
904,wood/good
905,tile/oil
906,zipper/broken_teeth
907,capsule/crack
908,tile/oil
909,transistor/good
910,pill/contamination
911,zipper/good
912,transistor/good
913,tile/gray_stroke
914,hazelnut/good
915,capsule/good
916,wood/liquid
917,transistor/good
918,zipper/combined
919,wood/color
920,pill/scratch
921,tile/glue_strip
922,zipper/rough
923,carpet/good
924,tile/crack
925,metal_nut/color
926,wood/hole
927,pill/scratch
928,tile/good
929,grid/bent
930,capsule/poke
931,leather/poke
932,carpet/thread
933,cable/cut_outer_insulation
934,metal_nut/good
935,wood/good
936,carpet/thread
937,transistor/bent_lead
938,metal_nut/scratch
939,cable/good
940,transistor/good
941,carpet/hole
942,grid/metal_contamination
943,carpet/hole
944,tile/good
945,zipper/broken_teeth
946,cable/missing_cable
947,zipper/rough
948,leather/poke
949,metal_nut/scratch
950,metal_nut/color
951,pill/faulty_imprint
952,wood/combined
953,tile/glue_strip
954,wood/hole
955,pill/contamination
956,screw/thread_top
957,bottle/broken_small
958,screw/good
959,pill/faulty_imprint
960,leather/fold
961,capsule/scratch
962,capsule/good
963,wood/scratch
964,carpet/good
965,toothbrush/good
966,transistor/good
967,screw/thread_top
968,metal_nut/color
969,pill/contamination
970,cable/missing_cable
971,screw/manipulated_front
972,carpet/metal_contamination
973,screw/thread_side
974,leather/good
975,cable/missing_cable
976,grid/good
977,hazelnut/good
978,leather/fold
979,grid/good
980,screw/manipulated_front
981,screw/thread_side
982,transistor/good
983,toothbrush/good
984,tile/good
985,cable/bent_wire
986,leather/fold
987,screw/thread_top
988,screw/scratch_head
989,hazelnut/cut
990,leather/fold
991,leather/good
992,bottle/broken_small
993,capsule/good
994,screw/manipulated_front
995,leather/glue
996,leather/good
997,tile/good
998,capsule/squeeze
999,pill/scratch
1000,grid/good
1001,capsule/good
1002,screw/thread_top
1003,metal_nut/flip
1004,pill/crack
1005,capsule/crack
1006,screw/manipulated_front
1007,hazelnut/print
1008,hazelnut/good
1009,toothbrush/good
1010,metal_nut/good
1011,leather/poke
1012,leather/cut
1013,pill/contamination
1014,screw/scratch_head
1015,capsule/squeeze
1016,leather/good
1017,capsule/good
1018,capsule/poke
1019,pill/good
1020,carpet/good
1021,metal_nut/scratch
1022,grid/bent
1023,pill/faulty_imprint
1024,leather/color
1025,leather/cut
1026,capsule/faulty_imprint
1027,tile/rough
1028,metal_nut/color
1029,wood/liquid
1030,transistor/good
1031,transistor/damaged_case
1032,tile/crack
1033,pill/color
1034,carpet/hole
1035,screw/good
1036,tile/good
1037,pill/faulty_imprint
1038,metal_nut/scratch
1039,bottle/broken_large
1040,grid/thread
1041,transistor/good
1042,leather/color
1043,transistor/bent_lead
1044,bottle/broken_small
1045,cable/cable_swap
1046,zipper/combined
1047,carpet/thread
1048,metal_nut/good
1049,zipper/combined
1050,pill/crack
1051,pill/scratch
1052,hazelnut/hole
1053,zipper/squeezed_teeth
1054,screw/good
1055,metal_nut/color
1056,bottle/broken_small
1057,screw/good
1058,hazelnut/good
1059,hazelnut/crack
1060,transistor/good
1061,leather/good
1062,pill/pill_type
1063,wood/scratch
1064,wood/good
1065,wood/liquid
1066,metal_nut/flip
1067,zipper/good
1068,zipper/split_teeth
1069,pill/scratch
1070,capsule/faulty_imprint
1071,bottle/broken_small
1072,grid/thread
1073,cable/good
1074,grid/metal_contamination
1075,pill/color
1076,cable/good
1077,zipper/good
1078,hazelnut/hole
1079,screw/scratch_head
1080,transistor/good
1081,toothbrush/defective
1082,transistor/good
1083,grid/glue
1084,hazelnut/good
1085,capsule/poke
1086,toothbrush/defective
1087,capsule/squeeze
1088,transistor/good
1089,grid/broken
1090,zipper/good
1091,wood/combined
1092,capsule/faulty_imprint
1093,pill/color
1094,zipper/split_teeth
1095,capsule/scratch
1096,screw/scratch_neck
1097,tile/crack
1098,capsule/faulty_imprint
1099,bottle/broken_small
1100,grid/thread
1101,metal_nut/color
1102,zipper/combined
1103,capsule/good
1104,pill/faulty_imprint
1105,cable/good
1106,pill/faulty_imprint
1107,carpet/good
1108,tile/good
1109,carpet/metal_contamination
1110,carpet/thread
1111,pill/color
1112,hazelnut/good
1113,bottle/broken_small
1114,capsule/squeeze
1115,screw/manipulated_front
1116,metal_nut/flip
1117,capsule/faulty_imprint
1118,cable/cable_swap
1119,screw/scratch_head
1120,transistor/cut_lead
1121,capsule/scratch
1122,cable/good
1123,capsule/scratch
1124,zipper/combined
1125,metal_nut/bent
1126,wood/liquid
1127,capsule/crack
1128,cable/poke_insulation
1129,leather/fold
1130,screw/good
1131,toothbrush/defective
1132,transistor/good
1133,metal_nut/flip
1134,leather/fold
1135,zipper/broken_teeth
1136,leather/color
1137,capsule/poke
1138,cable/good
1139,capsule/crack
1140,screw/manipulated_front
1141,cable/cable_swap
1142,transistor/damaged_case
1143,zipper/good
1144,carpet/color
1145,transistor/good
1146,screw/scratch_neck
1147,screw/thread_top
1148,hazelnut/good
1149,cable/cut_inner_insulation
1150,metal_nut/bent
1151,bottle/broken_small
1152,leather/poke
1153,grid/broken
1154,leather/color
1155,pill/color
1156,grid/metal_contamination
1157,screw/scratch_neck
1158,carpet/metal_contamination
1159,carpet/color
1160,transistor/good
1161,tile/crack
1162,screw/scratch_head
1163,zipper/good
1164,pill/crack
1165,tile/crack
1166,metal_nut/scratch
1167,wood/good
1168,capsule/crack
1169,zipper/split_teeth
1170,cable/cut_inner_insulation
1171,wood/hole
1172,metal_nut/flip
1173,zipper/squeezed_teeth
1174,wood/good
1175,grid/glue
1176,hazelnut/cut
1177,leather/cut
1178,leather/color
1179,metal_nut/scratch
1180,cable/good
1181,grid/thread
1182,capsule/crack
1183,tile/crack
1184,cable/good
1185,screw/scratch_head
1186,screw/thread_top
1187,metal_nut/flip
1188,grid/thread
1189,cable/cable_swap
1190,tile/glue_strip
1191,cable/good
1192,bottle/broken_large
1193,wood/scratch
1194,zipper/combined
1195,leather/glue
1196,screw/good
1197,wood/color
1198,leather/glue
1199,screw/thread_top
1200,tile/gray_stroke
1201,carpet/thread
1202,grid/glue
1203,pill/color
1204,toothbrush/defective
1205,screw/good
1206,hazelnut/good
1207,wood/hole
1208,pill/color
1209,toothbrush/defective
1210,capsule/scratch
1211,wood/good
1212,tile/crack
1213,zipper/fabric_interior
1214,cable/good
1215,bottle/broken_small
1216,metal_nut/good
1217,tile/rough
1218,bottle/broken_large
1219,zipper/squeezed_teeth
1220,transistor/bent_lead
1221,hazelnut/hole
1222,carpet/good
1223,leather/good
1224,carpet/metal_contamination
1225,zipper/squeezed_teeth
1226,leather/good
1227,pill/crack
1228,tile/crack
1229,transistor/good
1230,tile/good
1231,tile/glue_strip
1232,metal_nut/color
1233,capsule/crack
1234,cable/good
1235,cable/combined
1236,tile/crack
1237,grid/good
1238,leather/cut
1239,pill/scratch
1240,cable/good
1241,toothbrush/defective
1242,zipper/fabric_interior
1243,carpet/hole
1244,transistor/good
1245,capsule/faulty_imprint
1246,tile/rough
1247,tile/oil
1248,carpet/cut
1249,carpet/good
1250,screw/good
1251,pill/contamination
1252,leather/fold
1253,hazelnut/print
1254,bottle/good
1255,cable/missing_wire
1256,screw/thread_top
1257,wood/hole
1258,metal_nut/flip
1259,hazelnut/print
1260,transistor/good
1261,wood/scratch
1262,capsule/good
1263,capsule/scratch
1264,hazelnut/good
1265,cable/cut_outer_insulation
1266,pill/color
1267,metal_nut/good
1268,transistor/misplaced
1269,metal_nut/scratch
1270,grid/metal_contamination
1271,transistor/good
1272,hazelnut/good
1273,cable/cut_outer_insulation
1274,cable/cable_swap
1275,leather/glue
1276,tile/good
1277,capsule/squeeze
1278,transistor/cut_lead
1279,leather/good
1280,cable/good
1281,pill/crack
1282,grid/good
1283,pill/color
1284,pill/combined
1285,pill/crack
1286,toothbrush/defective
1287,pill/pill_type
1288,cable/bent_wire
1289,zipper/combined
1290,leather/color
1291,pill/crack
1292,capsule/faulty_imprint
1293,cable/good
1294,carpet/metal_contamination
1295,grid/bent
1296,bottle/contamination
1297,bottle/broken_large
1298,bottle/contamination
1299,wood/hole
1300,hazelnut/crack
1301,capsule/poke
1302,metal_nut/scratch
1303,carpet/thread
1304,leather/good
1305,pill/combined
1306,screw/scratch_head
1307,bottle/contamination
1308,screw/scratch_head
1309,cable/cut_inner_insulation
1310,screw/good
1311,tile/good
1312,wood/scratch
1313,zipper/squeezed_teeth
1314,pill/good
1315,grid/good
1316,screw/scratch_neck
1317,leather/fold
1318,tile/good
1319,zipper/split_teeth
1320,zipper/fabric_border
1321,bottle/broken_large
1322,leather/cut
1323,zipper/fabric_interior
1324,zipper/squeezed_teeth
1325,zipper/fabric_interior
1326,hazelnut/hole
1327,cable/good
1328,capsule/faulty_imprint
1329,pill/good
1330,pill/contamination
1331,capsule/good
1332,screw/good
1333,bottle/contamination
1334,pill/color
1335,pill/good
1336,cable/good
1337,zipper/good
1338,cable/missing_cable
1339,screw/good
1340,tile/rough
1341,grid/good
1342,leather/fold
1343,metal_nut/color
1344,leather/glue
1345,cable/good
1346,screw/manipulated_front
1347,pill/crack
1348,cable/cable_swap
1349,transistor/damaged_case
1350,wood/good
1351,capsule/squeeze
1352,zipper/squeezed_teeth
1353,transistor/misplaced
1354,zipper/squeezed_teeth
1355,carpet/hole
1356,leather/poke
1357,metal_nut/bent
1358,capsule/scratch
1359,cable/missing_cable
1360,zipper/good
1361,cable/cut_inner_insulation
1362,grid/broken
1363,wood/scratch
1364,hazelnut/cut
1365,transistor/good
1366,pill/scratch
1367,wood/good
1368,pill/crack
1369,cable/good
1370,cable/combined
1371,pill/color
1372,tile/gray_stroke
1373,wood/good
1374,transistor/good
1375,transistor/good
1376,cable/combined
1377,zipper/fabric_interior
1378,pill/good
1379,cable/good
1380,metal_nut/good
1381,zipper/good
1382,capsule/scratch
1383,zipper/broken_teeth
1384,capsule/faulty_imprint
1385,pill/crack
1386,capsule/scratch
1387,pill/contamination
1388,carpet/cut
1389,screw/scratch_head
1390,wood/combined
1391,toothbrush/defective
1392,cable/missing_wire
1393,transistor/cut_lead
1394,transistor/misplaced
1395,metal_nut/good
1396,bottle/broken_small
1397,carpet/color
1398,carpet/thread
1399,zipper/combined
1400,grid/broken
1401,tile/gray_stroke
1402,screw/thread_side
1403,capsule/poke
1404,cable/good
1405,tile/good
1406,wood/good
1407,cable/good
1408,grid/glue
1409,metal_nut/good
1410,tile/rough
1411,bottle/good
1412,pill/good
1413,wood/scratch
1414,capsule/squeeze
1415,zipper/fabric_border
1416,tile/good
1417,leather/color
1418,cable/good
1419,pill/color
1420,leather/good
1421,transistor/good
1422,grid/broken
1423,capsule/scratch
1424,grid/metal_contamination
